policy_id,customer_id,policy_type,coverage_amount,monthly_premium,start_date,status
PC00625-01,C00625,Life,1562720,2218.88,2019-02-18,Active
PC00625-02,C00625,Health,1207002,2159.92,2021-02-22,Active
PC00626-01,C00626,Investment,4269975,2206.03,2018-06-29,Active
PC00626-02,C00626,Accident,3691269,5479.53,2020-09-03,Active
PC00626-03,C00626,Accident,4262073,6110.91,2022-02-10,Active
PC00627-01,C00627,Health,4030005,6585.56,2020-10-17,Active
PC00627-02,C00627,Life,3119054,6169.37,2022-10-25,Active
PC00628-01,C00628,Health,448054,324.52,2019-03-16,Active
PC00628-02,C00628,Investment,2018514,3698.97,2019-12-07,Active
PC00628-03,C00628,Health,3954593,6707.09,2020-08-19,Active
PC00629-01,C00629,Investment,1303332,1134.15,2019-02-18,Active
PC00629-02,C00629,Investment,4532895,3022.46,2020-06-22,Active
PC00630-01,C00630,Health,3062083,1782.53,2020-10-28,Active
PC00630-02,C00630,Accident,3917071,7719.82,2018-10-24,Active
PC00630-03,C00630,Accident,4885933,2633.46,2018-05-25,Active
PC00631-01,C00631,Health,3632886,6175.17,2021-11-05,Active
PC00631-02,C00631,Health,4949880,4647.9,2020-04-06,Active
PC00632-01,C00632,Investment,993664,788.33,2018-02-09,Active
PC00632-02,C00632,Health,3034713,1827.79,2019-07-28,Active
PC00632-03,C00632,Health,216651,393.39,2022-11-12,Active
PC00633-01,C00633,Life,2697342,3248.29,2021-08-18,Active
PC00633-02,C00633,Investment,3535349,6475.9,2022-06-22,Active
PC00633-03,C00633,Accident,4855179,4078.68,2018-06-17,Active
PC00634-01,C00634,Health,820997,1288.13,2019-03-31,Active
PC00634-02,C00634,Accident,3477212,2034.99,2022-08-26,Active
PC00634-03,C00634,Accident,1486644,1976.33,2020-12-01,Active
PC00635-01,C00635,Health,4244916,6085.75,2022-03-27,Active
PC00636-01,C00636,Life,2747116,3829.79,2021-06-04,Active
PC00636-02,C00636,Health,4982182,4205.83,2022-01-03,Active
PC00637-01,C00637,Health,2936443,5254.6,2019-11-27,Active
PC00637-02,C00637,Investment,3910365,7608.91,2021-07-14,Active
PC00637-03,C00637,Health,2735065,3182.71,2018-09-21,Active
PC00638-01,C00638,Life,3689373,3769.03,2021-12-22,Active
PC00638-02,C00638,Accident,1136479,2143.9,2022-06-11,Active
PC00639-01,C00639,Accident,631059,1121.02,2020-12-21,Active
PC00640-01,C00640,Health,2687592,4797.39,2021-07-15,Active
PC00640-02,C00640,Accident,216161,287.93,2020-11-07,Active
PC00640-03,C00640,Health,3219036,4756.76,2021-01-28,Active
PC00641-01,C00641,Accident,487237,894.54,2018-10-11,Active
PC00642-01,C00642,Investment,2012906,2150.91,2022-07-14,Active
PC00643-01,C00643,Accident,1509769,1143.35,2018-08-31,Active
PC00643-02,C00643,Health,3288526,3073.82,2021-01-20,Active
PC00644-01,C00644,Investment,689600,512.95,2019-11-27,Active
PC00644-02,C00644,Investment,156570,299.5,2020-08-20,Active
PC00644-03,C00644,Health,3739721,3977.6,2020-05-20,Active
PC00645-01,C00645,Life,724833,1099.9,2021-01-04,Active
PC00646-01,C00646,Health,3590315,3619.65,2021-12-31,Active
PC00647-01,C00647,Life,2678568,3440.43,2019-06-21,Active
PC00648-01,C00648,Health,2521255,2480.38,2020-05-31,Active
PC00648-02,C00648,Health,2253690,1357.0,2022-08-14,Active
PC00649-01,C00649,Health,3879919,2708.37,2022-10-07,Active
PC00649-02,C00649,Accident,2357198,2247.67,2019-09-07,Active
PC00650-01,C00650,Life,1313741,1154.11,2020-07-19,Active
PC00650-02,C00650,Health,1260034,1389.41,2018-09-24,Active
PC00650-03,C00650,Investment,2732665,5167.17,2021-01-12,Active
PC00651-01,C00651,Health,782706,949.49,2020-09-28,Active
PC00652-01,C00652,Life,3738955,4955.13,2020-10-24,Active
PC00653-01,C00653,Investment,2926928,1935.65,2020-10-28,Active
PC00653-02,C00653,Life,1615232,1926.62,2021-11-09,Active
PC00653-03,C00653,Investment,3671696,4169.83,2019-07-02,Active
PC00654-01,C00654,Life,2972262,2387.0,2021-01-12,Active
PC00655-01,C00655,Accident,3679373,6892.06,2019-06-19,Active
PC00655-02,C00655,Life,3074817,2990.59,2019-09-24,Active
PC00655-03,C00655,Accident,1933950,1369.27,2021-11-30,Active
PC00656-01,C00656,Life,2294841,1195.72,2018-10-26,Active
PC00656-02,C00656,Investment,2960552,3053.53,2021-01-17,Active
PC00656-03,C00656,Accident,3141898,5714.8,2018-04-19,Active
PC00657-01,C00657,Investment,3816307,4633.74,2022-11-12,Active
PC00657-02,C00657,Accident,2995302,1534.19,2019-04-09,Active
PC00657-03,C00657,Life,2374243,2175.82,2020-03-12,Active
PC00658-01,C00658,Health,2079843,3156.81,2019-01-19,Active
PC00658-02,C00658,Investment,3479225,5435.6,2019-12-21,Active
PC00659-01,C00659,Health,4671077,2801.54,2018-05-04,Active
PC00660-01,C00660,Life,3289583,3373.73,2019-12-07,Active
PC00661-01,C00661,Investment,812644,999.45,2019-04-10,Active
PC00661-02,C00661,Investment,732395,1429.25,2021-12-19,Active
PC00661-03,C00661,Health,1517128,1025.79,2019-08-02,Active
PC00662-01,C00662,Life,3360534,5283.32,2022-12-22,Active
PC00662-02,C00662,Health,1113349,1716.43,2022-10-27,Active
PC00662-03,C00662,Health,1336947,1515.05,2022-10-06,Active
PC00663-01,C00663,Health,2098399,3794.38,2019-07-04,Active
PC00664-01,C00664,Health,3601260,4962.11,2018-02-27,Active
PC00664-02,C00664,Life,3038471,2412.89,2021-05-21,Active
PC00665-01,C00665,Life,4927712,7149.81,2019-01-12,Active
PC00665-02,C00665,Life,1165365,2038.72,2022-07-31,Active
PC00665-03,C00665,Accident,3331384,6130.85,2018-09-05,Active
PC00666-01,C00666,Life,2803784,2762.77,2022-10-29,Active
PC00666-02,C00666,Health,4699497,2827.33,2020-07-07,Active
PC00666-03,C00666,Health,4005307,2080.98,2018-05-06,Active
PC00667-01,C00667,Investment,714006,1248.24,2018-09-07,Active
PC00667-02,C00667,Life,2993249,5862.93,2021-06-11,Active
PC00667-03,C00667,Health,988466,1625.34,2021-06-26,Active
PC00668-01,C00668,Health,1491921,2512.73,2018-08-19,Active
PC00669-01,C00669,Accident,684095,1119.31,2021-01-29,Active
PC00669-02,C00669,Health,3821025,4590.62,2019-12-29,Active
PC00670-01,C00670,Accident,4247993,2159.09,2022-06-06,Active
PC00670-02,C00670,Investment,1791299,1034.72,2021-06-26,Active
PC00670-03,C00670,Health,4873663,4914.29,2020-01-04,Active
PC00671-01,C00671,Accident,4021760,6707.76,2018-09-02,Active
PC00671-02,C00671,Accident,4594195,5698.76,2022-02-14,Active
PC00671-03,C00671,Life,973346,490.11,2018-02-04,Active
PC00672-01,C00672,Health,979749,1396.87,2021-12-01,Active
PC00672-02,C00672,Health,1732751,1672.22,2022-01-23,Active
PC00673-01,C00673,Health,4466089,8242.42,2019-03-16,Active
PC00673-02,C00673,Health,2400445,1407.01,2022-06-29,Active
PC00673-03,C00673,Accident,2117230,1171.69,2018-08-19,Active
PC00674-01,C00674,Accident,3043915,6078.6,2021-07-30,Active
PC00675-01,C00675,Accident,3944978,4257.68,2018-06-30,Active
PC00676-01,C00676,Accident,1633752,1653.63,2018-10-03,Active
PC00676-02,C00676,Accident,3705411,4233.55,2020-05-30,Active
PC00676-03,C00676,Accident,4925967,6441.44,2018-04-01,Active
PC00677-01,C00677,Health,1427360,2215.44,2021-04-06,Active
PC00678-01,C00678,Accident,1981717,1949.15,2021-02-28,Active
PC00679-01,C00679,Investment,1617782,1577.48,2020-06-20,Active
PC00680-01,C00680,Health,2302265,3893.1,2020-09-26,Active
PC00681-01,C00681,Life,4402363,3610.64,2019-01-24,Active
PC00681-02,C00681,Health,4519299,6672.11,2022-07-25,Active
PC00681-03,C00681,Accident,257437,245.92,2021-04-20,Active
PC00682-01,C00682,Life,634300,864.85,2019-06-26,Active
PC00682-02,C00682,Accident,3965900,6599.21,2020-03-06,Active
PC00683-01,C00683,Life,907517,1389.89,2020-03-18,Active
PC00683-02,C00683,Investment,3183284,1989.73,2022-03-24,Active
PC00684-01,C00684,Investment,4417204,8210.34,2020-05-06,Active
PC00685-01,C00685,Investment,991511,1295.93,2022-04-07,Active
PC00686-01,C00686,Investment,211214,143.54,2020-04-05,Active
PC00686-02,C00686,Health,966226,1119.73,2018-03-04,Active
PC00686-03,C00686,Health,2453590,1365.29,2021-12-20,Active
PC00687-01,C00687,Life,185265,133.51,2018-03-11,Lapsed
PC00688-01,C00688,Health,487383,313.42,2019-04-12,Active
PC00688-02,C00688,Life,3235542,6080.19,2020-12-10,Active
PC00689-01,C00689,Health,789366,740.46,2019-08-29,Active
PC00690-01,C00690,Health,3736612,6060.13,2018-08-10,Active
PC00690-02,C00690,Life,3569541,2646.52,2018-01-19,Active
PC00690-03,C00690,Accident,1071377,764.97,2021-06-20,Active
PC00691-01,C00691,Accident,2101429,2764.93,2019-12-08,Active
PC00691-02,C00691,Investment,4837566,7015.37,2021-08-11,Active
PC00691-03,C00691,Health,927402,1166.75,2019-03-22,Active
PC00692-01,C00692,Life,3035824,2145.18,2022-06-16,Active
PC00693-01,C00693,Investment,4159556,3656.65,2019-11-02,Active
PC00693-02,C00693,Health,3091496,5088.57,2022-06-14,Lapsed
PC00694-01,C00694,Investment,3427326,3936.19,2020-05-17,Active
PC00694-02,C00694,Accident,1785052,1504.6,2022-08-13,Active
PC00695-01,C00695,Accident,2620847,4720.03,2018-07-11,Active
PC00696-01,C00696,Life,4975704,6906.78,2021-12-30,Active
PC00696-02,C00696,Health,3378038,6518.78,2022-01-09,Active
PC00696-03,C00696,Investment,844301,762.08,2019-08-18,Active
PC00697-01,C00697,Health,4057718,6107.59,2020-08-27,Active
PC00697-02,C00697,Health,1836353,3222.39,2021-08-17,Active
PC00697-03,C00697,Life,344284,508.4,2022-06-19,Active
PC00698-01,C00698,Accident,1606883,2838.37,2020-05-10,Active
PC00698-02,C00698,Investment,2610971,4067.11,2019-07-11,Active
PC00698-03,C00698,Investment,1060349,533.97,2019-01-16,Active
PC00699-01,C00699,Accident,3057559,4296.21,2022-06-01,Active
PC00699-02,C00699,Investment,200878,286.69,2018-05-05,Active
PC00699-03,C00699,Accident,4718424,5288.56,2018-11-17,Active
PC00700-01,C00700,Accident,2527935,4993.79,2018-03-11,Active
PC00700-02,C00700,Life,1415084,2562.82,2022-12-09,Active
PC00700-03,C00700,Life,251153,497.51,2019-03-14,Active
PC00701-01,C00701,Life,1309490,817.66,2022-08-08,Active
PC00701-02,C00701,Health,1882986,3732.19,2020-04-27,Active
PC00702-01,C00702,Accident,3872620,6509.17,2020-08-05,Active
PC00703-01,C00703,Accident,3162534,4854.32,2018-08-20,Active
PC00704-01,C00704,Life,774547,1019.52,2019-09-02,Active
PC00704-02,C00704,Investment,3619850,5686.1,2022-01-01,Active
PC00705-01,C00705,Investment,4171750,3093.79,2018-11-12,Active
PC00705-02,C00705,Health,1291130,1753.97,2021-10-15,Active
PC00706-01,C00706,Life,2753495,5209.03,2022-05-05,Active
PC00707-01,C00707,Investment,4130520,5078.94,2020-10-08,Active
PC00707-02,C00707,Accident,2808059,2161.66,2021-11-08,Active
PC00708-01,C00708,Life,2092100,2534.0,2021-03-06,Active
PC00708-02,C00708,Life,307982,524.59,2021-05-14,Active
PC00709-01,C00709,Health,4279369,7705.11,2022-02-05,Active
PC00709-02,C00709,Accident,407448,238.12,2020-04-11,Active
PC00709-03,C00709,Investment,4934193,9753.07,2019-05-29,Active
PC00710-01,C00710,Life,1494657,1542.79,2020-05-24,Active
PC00711-01,C00711,Investment,3518905,5908.47,2021-10-25,Active
PC00711-02,C00711,Life,3577534,6888.57,2018-10-28,Active
PC00711-03,C00711,Life,3918882,5363.99,2022-09-23,Active
PC00712-01,C00712,Life,3137484,3945.42,2022-02-17,Active
PC00712-02,C00712,Life,1125392,1706.33,2021-11-14,Active
PC00712-03,C00712,Investment,2950868,5739.26,2020-03-18,Active
PC00713-01,C00713,Investment,4040445,5272.04,2018-12-18,Active
PC00714-01,C00714,Health,4033442,3120.59,2019-02-19,Active
PC00714-02,C00714,Accident,1934746,3700.17,2020-05-13,Active
PC00714-03,C00714,Accident,4271094,2802.64,2022-09-03,Active
PC00715-01,C00715,Accident,4352085,7969.75,2019-03-28,Active
PC00716-01,C00716,Life,4673755,4578.81,2022-08-05,Active
PC00716-02,C00716,Health,4162614,6988.75,2022-02-16,Active
PC00716-03,C00716,Health,1131874,1119.82,2021-05-20,Active
PC00717-01,C00717,Life,4548783,6848.16,2018-01-11,Active
PC00717-02,C00717,Life,4280627,4195.38,2021-11-25,Active
PC00717-03,C00717,Life,2038930,1094.84,2018-10-20,Active
PC00718-01,C00718,Health,962682,1603.68,2022-07-01,Active
PC00718-02,C00718,Investment,4458708,4382.74,2019-11-20,Active
PC00718-03,C00718,Investment,212330,218.41,2019-12-02,Active
PC00719-01,C00719,Life,4641657,6332.38,2021-08-15,Active
PC00719-02,C00719,Accident,3890971,4694.26,2020-07-16,Active
PC00719-03,C00719,Life,2915213,4677.49,2018-06-21,Active
PC00720-01,C00720,Accident,2212297,3362.27,2020-01-16,Active
PC00720-02,C00720,Health,1606768,3000.43,2018-10-08,Active
PC00721-01,C00721,Accident,4356258,6434.15,2018-01-11,Active
PC00721-02,C00721,Life,294668,500.11,2021-02-20,Active
PC00721-03,C00721,Investment,2992120,4963.8,2021-02-21,Active
PC00722-01,C00722,Accident,489393,354.64,2020-12-16,Active
PC00722-02,C00722,Accident,4526473,2718.73,2018-04-27,Active
PC00722-03,C00722,Health,4133121,3839.17,2020-10-04,Active
PC00723-01,C00723,Life,1615282,1635.38,2018-02-07,Active
PC00724-01,C00724,Investment,4268116,5077.67,2022-01-06,Active
PC00724-02,C00724,Accident,4783450,7617.1,2019-05-02,Active
PC00724-03,C00724,Accident,3965496,5554.26,2020-10-31,Active
PC00725-01,C00725,Accident,1271459,1280.02,2019-07-16,Active
PC00726-01,C00726,Life,3093212,1804.14,2020-07-14,Active
PC00726-02,C00726,Accident,617011,324.2,2019-10-17,Active
PC00727-01,C00727,Health,1032123,1293.93,2018-01-20,Active
PC00727-02,C00727,Health,709429,1017.11,2018-05-12,Active
PC00728-01,C00728,Health,3000533,4170.21,2019-06-05,Active
PC00728-02,C00728,Health,389021,316.59,2018-04-18,Active
PC00729-01,C00729,Investment,1873205,2664.01,2018-02-14,Active
PC00729-02,C00729,Health,3070039,5176.34,2019-03-17,Active
PC00729-03,C00729,Accident,417124,581.7,2021-02-15,Active
PC00730-01,C00730,Investment,4941464,9468.77,2021-02-03,Active
PC00731-01,C00731,Accident,3947156,5435.17,2018-04-09,Active
PC00732-01,C00732,Investment,2816916,3630.27,2021-06-12,Active
PC00732-02,C00732,Life,2167381,2552.78,2020-03-23,Active
PC00732-03,C00732,Investment,3010190,3055.45,2018-07-28,Active
PC00733-01,C00733,Life,4955815,3863.6,2021-05-07,Active
PC00734-01,C00734,Investment,4094566,6209.77,2021-05-24,Active
PC00735-01,C00735,Investment,3418344,4135.55,2019-01-16,Active
PC00735-02,C00735,Life,2617649,2562.37,2020-01-05,Active
PC00736-01,C00736,Health,2553686,3575.28,2021-10-20,Active
PC00736-02,C00736,Accident,217916,133.63,2022-12-12,Active
PC00736-03,C00736,Investment,3976743,2781.03,2018-03-19,Active
PC00737-01,C00737,Health,2823477,4586.51,2020-01-11,Active
PC00737-02,C00737,Life,3962564,6526.78,2022-08-29,Active
PC00737-03,C00737,Accident,1935807,2717.32,2019-03-23,Active
PC00738-01,C00738,Investment,4157916,3364.59,2018-10-11,Active
PC00738-02,C00738,Life,2134714,4162.15,2021-03-06,Active
PC00738-03,C00738,Health,3175323,3983.44,2020-10-11,Active
PC00739-01,C00739,Health,420065,670.0,2020-10-31,Active
PC00739-02,C00739,Accident,2862154,5414.41,2020-02-07,Active
PC00739-03,C00739,Health,737392,1029.63,2018-11-08,Active
PC00740-01,C00740,Health,4877293,9461.2,2019-03-09,Active
PC00740-02,C00740,Investment,1021068,1945.75,2021-05-02,Active
PC00740-03,C00740,Investment,1538057,780.23,2018-11-15,Active
PC00741-01,C00741,Accident,2362693,4024.07,2019-04-10,Active
PC00741-02,C00741,Investment,1922362,2893.7,2022-01-12,Active
PC00741-03,C00741,Investment,3345026,2427.77,2020-12-14,Active
PC00742-01,C00742,Life,776869,1071.57,2019-10-18,Active
PC00742-02,C00742,Accident,3610136,7148.43,2018-09-10,Active
PC00742-03,C00742,Health,3338158,5991.89,2018-02-23,Active
PC00743-01,C00743,Life,890650,1767.46,2019-01-28,Active
PC00744-01,C00744,Health,4770025,8630.09,2018-10-17,Active
PC00744-02,C00744,Accident,2662787,1765.52,2021-05-05,Active
PC00744-03,C00744,Health,3002017,3336.55,2019-07-05,Active
PC00745-01,C00745,Investment,2865283,4753.46,2020-06-03,Active
PC00745-02,C00745,Accident,2016194,1666.34,2021-02-09,Active
PC00745-03,C00745,Life,3859681,3999.58,2019-05-28,Active
PC00746-01,C00746,Investment,4988291,3707.81,2022-10-06,Active
PC00746-02,C00746,Accident,2382693,3047.25,2018-07-09,Active
PC00747-01,C00747,Accident,4472252,3161.94,2022-06-21,Active
PC00748-01,C00748,Life,4275215,5491.38,2022-03-25,Active
PC00749-01,C00749,Investment,3146211,3614.51,2021-04-24,Active
PC00749-02,C00749,Health,296335,558.73,2018-12-18,Active
PC00749-03,C00749,Accident,2338514,3536.1,2021-02-06,Active
PC00750-01,C00750,Health,1432484,2260.8,2020-07-26,Active
PC00750-02,C00750,Health,3007244,2365.6,2022-07-28,Active
PC00750-03,C00750,Health,3421487,4581.47,2022-12-22,Active
PC00751-01,C00751,Accident,2164439,3325.38,2018-06-07,Active
PC00752-01,C00752,Accident,137201,214.72,2020-06-16,Active
PC00752-02,C00752,Accident,1934719,3722.32,2019-07-02,Active
PC00752-03,C00752,Investment,3898712,7607.0,2022-03-12,Active
PC00753-01,C00753,Investment,2167978,2451.02,2020-05-23,Active
PC00753-02,C00753,Life,4910672,5563.81,2021-02-17,Active
PC00753-03,C00753,Investment,137169,183.1,2018-12-14,Active
PC00754-01,C00754,Life,944365,887.46,2019-03-27,Active
PC00754-02,C00754,Investment,979150,759.99,2020-02-16,Active
PC00754-03,C00754,Life,3221863,6424.75,2019-11-07,Active
PC00755-01,C00755,Health,3103978,5223.24,2020-09-10,Active
PC00755-02,C00755,Accident,2686698,3883.85,2022-05-18,Active
PC00756-01,C00756,Life,3984712,3901.34,2018-05-13,Active
PC00756-02,C00756,Accident,3295143,4777.72,2019-08-15,Active
PC00757-01,C00757,Accident,2223777,3091.58,2018-01-16,Active
PC00757-02,C00757,Investment,4248980,7186.23,2019-12-27,Active
PC00758-01,C00758,Investment,392687,198.37,2018-08-16,Active
PC00758-02,C00758,Accident,3239665,5054.36,2021-04-16,Active
PC00759-01,C00759,Health,1822483,1259.96,2022-11-02,Active
PC00759-02,C00759,Investment,928806,656.84,2019-05-23,Active
PC00759-03,C00759,Accident,2170995,3128.99,2021-04-07,Active
PC00760-01,C00760,Health,4815326,8754.7,2019-06-17,Active
PC00761-01,C00761,Health,992069,1095.57,2019-09-23,Active
PC00762-01,C00762,Accident,4344331,4818.45,2020-03-28,Active
PC00762-02,C00762,Life,4407762,7754.16,2019-12-18,Active
PC00763-01,C00763,Health,889231,870.49,2019-10-04,Active
PC00763-02,C00763,Health,2513927,1981.66,2019-10-19,Active
PC00763-03,C00763,Accident,4464274,3532.77,2021-06-15,Active
PC00764-01,C00764,Investment,1024974,771.53,2019-08-29,Active
PC00764-02,C00764,Investment,1420235,2639.42,2021-05-18,Active
PC00765-01,C00765,Health,4081399,6248.95,2021-12-11,Active
PC00766-01,C00766,Health,4644912,4057.28,2021-12-17,Active
PC00766-02,C00766,Accident,1879752,1815.43,2020-01-07,Active
PC00767-01,C00767,Life,4340247,4061.68,2020-07-20,Active
PC00767-02,C00767,Accident,4223169,2297.93,2018-07-30,Active
PC00767-03,C00767,Investment,602507,964.81,2021-01-22,Cancelled
PC00768-01,C00768,Health,922615,828.93,2019-07-11,Active
PC00768-02,C00768,Health,3869713,4475.05,2021-12-06,Active
PC00768-03,C00768,Life,3055599,5948.06,2022-01-19,Active
PC00769-01,C00769,Investment,341325,631.05,2019-08-13,Active
PC00769-02,C00769,Health,4328136,4378.25,2020-04-04,Active
PC00770-01,C00770,Life,2439712,1424.98,2022-12-12,Active
PC00771-01,C00771,Health,4303624,5647.11,2020-04-13,Active
PC00771-02,C00771,Accident,214284,262.92,2018-02-15,Active
PC00772-01,C00772,Health,3121761,2721.2,2020-08-23,Active
PC00772-02,C00772,Life,2227178,2165.51,2019-01-14,Active
PC00773-01,C00773,Investment,2915891,3197.13,2022-10-29,Active
PC00773-02,C00773,Life,1368073,2005.38,2021-07-29,Active
PC00774-01,C00774,Investment,2663046,5278.57,2022-05-17,Active
PC00775-01,C00775,Investment,3846702,5107.78,2020-03-29,Active
PC00776-01,C00776,Investment,3761637,4188.95,2021-11-08,Active
PC00776-02,C00776,Investment,1614856,2806.76,2021-03-22,Active
PC00776-03,C00776,Life,3823200,2066.27,2022-12-04,Active
PC00777-01,C00777,Accident,3009914,5140.77,2022-10-22,Active
PC00777-02,C00777,Health,2578910,3533.48,2022-10-08,Active
PC00778-01,C00778,Accident,456492,683.43,2021-06-19,Active
PC00779-01,C00779,Accident,4817707,6867.83,2022-01-09,Active
PC00780-01,C00780,Life,3387885,4281.34,2018-05-02,Active
PC00780-02,C00780,Health,4273403,5584.13,2020-01-27,Active
PC00781-01,C00781,Accident,2709954,3156.12,2018-05-20,Active
PC00782-01,C00782,Investment,2339469,4642.37,2018-02-26,Active
PC00782-02,C00782,Accident,3785606,2105.61,2022-01-16,Active
PC00782-03,C00782,Health,1392919,1849.66,2018-07-22,Active
PC00783-01,C00783,Investment,1343769,1994.75,2022-01-07,Active
PC00784-01,C00784,Accident,482282,757.29,2019-08-05,Active
PC00784-02,C00784,Investment,3870283,4098.69,2019-06-07,Active
PC00785-01,C00785,Health,319740,309.47,2018-09-07,Active
PC00786-01,C00786,Accident,3368880,5083.34,2020-04-19,Active
PC00786-02,C00786,Life,3799010,5747.09,2021-01-10,Active
PC00787-01,C00787,Accident,4333485,3885.43,2018-10-10,Active
PC00787-02,C00787,Life,2164059,1774.23,2019-05-28,Active
PC00788-01,C00788,Accident,1284282,914.96,2019-10-20,Active
PC00789-01,C00789,Accident,4176969,5970.42,2021-11-22,Active
PC00789-02,C00789,Life,776097,1346.36,2018-10-31,Active
PC00789-03,C00789,Life,819827,1303.8,2020-11-11,Active
PC00790-01,C00790,Health,1302152,2431.15,2021-07-25,Active
PC00790-02,C00790,Life,1051385,1925.99,2018-02-08,Active
PC00790-03,C00790,Accident,4589277,7788.74,2019-04-01,Active
PC00791-01,C00791,Life,4778624,4594.5,2019-06-05,Active
PC00792-01,C00792,Accident,3275112,4212.26,2019-05-21,Active
PC00793-01,C00793,Life,3747934,2256.65,2019-07-04,Active
PC00793-02,C00793,Investment,128296,64.97,2019-04-15,Active
PC00793-03,C00793,Investment,1384878,1182.65,2020-10-24,Active
PC00794-01,C00794,Health,1903779,3168.05,2020-07-04,Active
PC00795-01,C00795,Accident,3464440,2383.03,2019-07-08,Active
PC00795-02,C00795,Life,2836155,5643.98,2020-09-05,Active
PC00795-03,C00795,Accident,1570208,2585.59,2021-10-27,Active
PC00796-01,C00796,Life,3055486,4965.87,2018-03-10,Active
PC00797-01,C00797,Health,4617601,4558.8,2021-07-07,Active
PC00797-02,C00797,Life,2423456,2639.5,2019-02-26,Active
PC00798-01,C00798,Investment,4672819,3875.58,2020-07-12,Active
PC00799-01,C00799,Health,3764254,1960.39,2021-04-14,Active
PC00800-01,C00800,Life,1168595,1341.2,2022-07-10,Active
PC00801-01,C00801,Investment,702377,494.11,2019-05-06,Active
PC00801-02,C00801,Health,936956,1108.33,2022-11-03,Active
PC00802-01,C00802,Accident,1483230,1689.71,2021-11-25,Active
PC00802-02,C00802,Investment,3140243,1640.56,2022-02-07,Active
PC00802-03,C00802,Health,2457775,4739.05,2018-01-09,Active
PC00803-01,C00803,Accident,130914,217.94,2019-08-06,Active
PC00804-01,C00804,Accident,321569,564.36,2019-01-03,Active
PC00805-01,C00805,Life,596074,943.52,2019-11-15,Active
PC00806-01,C00806,Accident,228158,326.2,2019-06-13,Active
PC00807-01,C00807,Investment,1155963,659.29,2022-07-08,Active
PC00808-01,C00808,Accident,3254818,3500.16,2021-09-07,Active
PC00809-01,C00809,Accident,4151814,5563.91,2018-11-17,Active
PC00809-02,C00809,Life,1392755,1531.49,2021-04-26,Active
PC00810-01,C00810,Investment,439734,285.84,2021-08-02,Active
PC00810-02,C00810,Accident,2338723,3541.45,2019-07-08,Active
PC00811-01,C00811,Health,1693342,1579.63,2021-03-09,Active
PC00812-01,C00812,Investment,4317835,4824.36,2019-08-09,Active
PC00812-02,C00812,Investment,4360601,4293.8,2019-06-26,Active
PC00812-03,C00812,Health,3796443,2600.29,2019-06-12,Cancelled
PC00813-01,C00813,Accident,1292869,1636.22,2018-12-13,Active
PC00814-01,C00814,Life,1607771,2656.0,2022-12-05,Active
PC00814-02,C00814,Life,3364376,2365.19,2020-01-22,Active
PC00815-01,C00815,Accident,1666698,2655.42,2018-02-14,Active
PC00816-01,C00816,Investment,2136386,1786.97,2022-04-16,Active
PC00817-01,C00817,Life,2971067,1486.51,2018-09-13,Active
PC00817-02,C00817,Investment,4828015,3636.82,2018-01-17,Active
PC00817-03,C00817,Life,2211195,2616.0,2021-10-03,Active
PC00818-01,C00818,Accident,4467468,6087.3,2022-10-10,Active
PC00818-02,C00818,Life,4677234,3412.95,2019-11-07,Active
PC00819-01,C00819,Accident,3832845,7598.32,2019-07-18,Active
PC00819-02,C00819,Accident,4321983,6066.07,2022-06-02,Active
PC00819-03,C00819,Accident,4306002,2703.34,2021-10-16,Active
PC00820-01,C00820,Life,4443784,2543.27,2020-08-28,Active
PC00820-02,C00820,Life,3657271,2991.12,2022-01-09,Active
PC00820-03,C00820,Life,3849259,5080.69,2019-07-03,Active
PC00821-01,C00821,Accident,2392670,2979.91,2019-11-15,Active
PC00822-01,C00822,Life,2001103,3081.19,2019-01-06,Active
PC00823-01,C00823,Life,2107651,3408.92,2018-07-13,Active
PC00823-02,C00823,Accident,4379988,2238.56,2021-12-30,Active
PC00823-03,C00823,Life,2908432,4536.01,2021-01-20,Active
PC00824-01,C00824,Accident,655132,374.85,2021-11-04,Active
PC00824-02,C00824,Life,4352732,2931.79,2018-10-21,Cancelled
PC00825-01,C00825,Life,3160467,5813.67,2019-06-01,Active
PC00825-02,C00825,Life,862798,1445.27,2021-10-08,Active
PC00826-01,C00826,Health,1497616,1484.51,2021-02-12,Active
PC00827-01,C00827,Investment,4076162,3025.13,2019-06-18,Active
PC00827-02,C00827,Health,998756,906.1,2019-03-01,Active
PC00827-03,C00827,Accident,3638917,6196.1,2019-06-29,Active
PC00828-01,C00828,Accident,4363789,6198.44,2018-08-05,Active
PC00828-02,C00828,Accident,4365333,5163.96,2019-09-09,Active
PC00829-01,C00829,Investment,3813373,6312.31,2021-09-20,Active
PC00830-01,C00830,Investment,4035163,6175.38,2021-04-06,Active
PC00830-02,C00830,Health,584720,330.98,2022-04-04,Active
PC00831-01,C00831,Life,3793723,2215.49,2020-07-12,Active
PC00831-02,C00831,Health,3443665,6236.57,2019-05-07,Active
PC00831-03,C00831,Accident,1412171,2215.09,2019-12-29,Active
PC00832-01,C00832,Health,920021,1785.86,2020-02-26,Active
PC00832-02,C00832,Health,3058154,4763.98,2022-08-16,Active
PC00832-03,C00832,Life,4558139,7166.44,2021-04-30,Active
PC00833-01,C00833,Accident,838331,1495.92,2020-12-23,Active
